symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
AXN,2016-12-31,False,Q2,2017,10-Q,8009111.0,233196.0,-43453.0,,,0.0,58724488.0,30838523.0,40511058.0,6848691.0,17805493.0,222874.0,-8772.0,
BRG,2016-12-31,False,FY,2016,10-K,77051000.0,-1032000.0,-18985000.0,-0.91,-0.91,0.096667,1241322000.0,,,82047000.0,292561000.0,34444000.0,-512903000.0,491546000.0
IBIO,2016-12-31,False,Q2,2017,10-Q,75000.0,-3325000.0,-3229000.0,-0.04,-0.04,0.0,44188000.0,16748000.0,1867000.0,16329000.0,17146000.0,-5837000.0,-765000.0,-83000.0
IGC,2016-12-31,False,Q3,2017,10-Q,250000.0,-386000.0,-111000.0,0.0,0.0,0.0,11170000.0,1837000.0,761000.0,744000.0,7540000.0,-483000.0,-271000.0,-121000.0
PRK,2016-12-31,False,FY,2016,10-K,63245000.0,,86135000.0,5.62,5.59,0.0,7467586000.0,,,122811000.0,742240000.0,87887000.0,-152560000.0,61660000.0
SSN,2016-12-31,False,Q2,2017,10-Q,4873142.0,,-1836483.0,-0.06,-0.06,0.0,37772143.0,4696940.0,30291039.0,1554452.0,3081058.0,-1529958.0,12029347.0,-11597443.0
SEB,2016-12-31,False,FY,2016,10-K,5379000000.0,222000000.0,312000000.0,266.5,266.5,0.0,4755000000.0,2848000000.0,785000000.0,77000000.0,3175000000.0,427000000.0,-374000000.0,-27000000.0
UUU,2016-12-31,False,Q3,2017,10-Q,3177632.0,-159723.0,-549806.0,-0.24,-0.24,0.0,18181061.0,7449502.0,3347357.0,155826.0,14833704.0,-689358.0,102581.0,379875.0
VII,2016-12-31,False,Q1,2017,10-Q,6604978.0,-1248674.0,-1302009.0,-0.14,-0.14,0.0,17550197.0,15278760.0,6845608.0,2769122.0,7372505.0,578020.0,-42770.0,0.0
ABBV,2016-12-31,False,FY,2016,10-K,25638000000.0,9384000000.0,5923000000.0,3.65,3.63,2.35,66099000000.0,16187000000.0,9781000000.0,5100000000.0,4636000000.0,7041000000.0,-6074000000.0,-3928000000.0
ABT,2016-12-31,False,FY,2016,10-K,20853000000.0,3185000000.0,1393000000.0,0.94,0.94,1.045,52666000000.0,26776000000.0,6660000000.0,18620000000.0,20717000000.0,3203000000.0,-248000000.0,11147000000.0
AET,2016-12-31,False,FY,2016,10-K,63155000000.0,,2271000000.0,6.46,6.41,0.0,69146000000.0,28449000000.0,18694000000.0,17996000000.0,17943000000.0,3719000000.0,-381000000.0,12134000000.0
ALLE,2016-12-31,False,FY,2016,10-K,2238000000.0,425500000.0,229100000.0,2.39,2.36,0.48,2247400000.0,829300000.0,429600000.0,312400000.0,116400000.0,377500000.0,-64000000.0,-196000000.0
ALL,2016-12-31,False,FY,2016,10-K,36534000000.0,,1761000000.0,4.72,4.67,1.32,108610000000.0,,,436000000.0,20573000000.0,3993000000.0,-2526000000.0,-1526000000.0
AAT,2016-12-31,False,FY,2016,10-K,295088000.0,97941000.0,32585000.0,0.72,0.72,1.01,1986933000.0,,,44801000.0,838551000.0,122663000.0,-63514000.0,-54273000.0
