symbol,date,open,high,low,close,volume,adj_close
FCO,2017-03-27,8.45,8.49,8.38,8.41,35500,8.41
FCO,2017-03-24,8.51,8.51,8.38,8.38,19600,8.38
IF,2017-03-27,6.92,6.93,6.92,6.93,5900,6.93
IF,2017-03-24,6.95,6.97,6.94,6.96,8300,6.96
IAF,2017-03-27,5.85,5.95,5.85,5.92,117200,5.92
IAF,2017-03-24,5.81,5.88,5.81,5.85,46700,5.85
ISL,2017-03-27,17.450001,18.07,17.450001,17.790001,4300,17.790001
ISL,2017-03-24,17.43,17.50,17.389999,17.450001,3900,17.450001
XXII,2017-03-27,1.08,1.08,1.00,1.08,729100,1.08
XXII,2017-03-24,1.06,1.11,1.00,1.03,1245200,1.03
CH,2017-03-27,6.71,6.81,6.71,6.78,23200,6.78
CH,2017-03-24,6.71,6.85,6.71,6.82,33300,6.82
AIII,2017-03-27,1.16,1.18,1.06,1.09,41900,1.09
AIII,2017-03-24,1.20,1.20,1.10,1.16,30400,1.16
FAX,2017-03-27,4.96,4.96,4.94,4.95,466400,4.95
FAX,2017-03-24,4.93,4.98,4.93,4.98,326900,4.98
ATNM,2017-03-27,1.44,1.505,1.42,1.50,667400,1.50
ATNM,2017-03-24,1.44,1.49,1.40,1.43,329600,1.43
AE,2017-03-27,35.48,36.23,35.02,36.23,6400,36.23
AE,2017-03-24,37.00,37.52,35.860001,35.860001,1100,35.860001
ADK,2017-03-27,1.31,1.40,1.28,1.28,18700,1.28
ADK,2017-03-24,1.39,1.45,1.32,1.35,73000,1.35
ACY,2017-03-27,10.00,10.00,10.00,10.00,400,10.00
ACY,2017-03-24,9.90,10.00,9.85,10.00,600,10.00
AIRI,2017-03-27,4.03,4.03,3.62,3.76,33600,3.76
AIRI,2017-03-24,3.78,4.10,3.69,3.78,33800,3.78
AXU,2017-03-27,1.72,1.72,1.63,1.70,404900,1.70
AXU,2017-03-24,1.60,1.70,1.58,1.66,533500,1.66
ACU,2017-03-27,25.860001,27.00,25.52,27.00,8600,27.00
ACU,2017-03-24,26.360001,26.700001,26.290001,26.690001,3600,26.690001
DIT,2017-03-27,102.150002,102.150002,102.150002,102.150002,300,102.150002
DIT,2017-03-24,99.75,99.75,99.75,99.75,000,99.75
AAU,2017-03-27,1.14,1.15,1.10,1.11,153200,1.11
AAU,2017-03-24,1.15,1.15,1.11,1.12,96200,1.12
AAMC,2017-03-27,58.09,62.200001,58.09,61.50,7400,61.50
AAMC,2017-03-24,54.00,59.25,54.00,57.75,13600,57.75
APT,2017-03-27,2.60,2.65,2.55,2.60,8900,2.60
APT,2017-03-24,2.60,2.65,2.60,2.60,13600,2.60
AMS,2017-03-27,4.30,4.50,4.30,4.30,18200,4.30
AMS,2017-03-24,4.60,4.63,4.30,4.40,52800,4.40
ALN,2017-03-27,0.56,0.58,0.56,0.58,800,0.58
ALN,2017-03-24,0.56,0.56,0.56,0.56,1200,0.56
ADGE,2017-03-27,0.30,0.33,0.30,0.31,46000,0.31
ADGE,2017-03-24,0.32,0.32,0.29,0.29,22700,0.29
USAS,2017-03-27,2.74,2.89,2.74,2.86,127300,2.86
USAS,2017-03-24,2.78,2.78,2.71,2.72,13600,2.72
AMPE,2017-03-27,0.81,0.84,0.79,0.82,137600,0.82
AMPE,2017-03-24,0.84,0.84,0.81,0.81,64600,0.81
AXN,2017-03-27,0.40,0.42,0.40,0.42,17500,0.42
AXN,2017-03-24,0.43,0.44,0.40,0.41,49600,0.41
AINC,2017-03-27,58.029999,58.029999,58.029999,58.029999,200,58.029999
AINC,2017-03-24,59.355,59.355,59.355,59.355,000,59.355
AST,2017-03-27,3.20,3.55,3.20,3.50,148700,3.50
AST,2017-03-24,3.24,3.40,3.20,3.25,76700,3.25
AUXO,2017-03-27,4.50,4.99,4.50,4.99,105500,4.99
AUXO,2017-03-24,4.45,4.55,4.45,4.50,36900,4.50
AWX,2017-03-27,2.29,2.39,2.20,2.39,16800,2.39
AWX,2017-03-24,2.57,2.57,2.28,2.37,16200,2.37
AKG,2017-03-27,2.63,2.65,2.53,2.62,1065900,2.62
AKG,2017-03-24,2.46,2.57,2.45,2.51,673400,2.51
ASM,2017-03-27,1.79,1.83,1.71,1.75,442400,1.75
ASM,2017-03-24,1.69,1.76,1.67,1.76,240500,1.76
BTG,2017-03-27,3.00,3.01,2.93,2.97,2932600,2.97
BTG,2017-03-24,2.94,2.99,2.88,2.91,5844500,2.91
BTN,2017-03-27,5.95,6.40,5.95,6.25,51900,6.25
BTN,2017-03-24,6.11,6.30,6.00,6.00,77900,6.00
BKJ,2017-03-27,14.95,15.00,14.75,15.00,8200,15.00
BKJ,2017-03-24,14.75,15.01,14.75,15.00,2400,15.00
BRN,2017-03-27,2.09,2.09,1.90,1.90,900,1.90
BRN,2017-03-24,2.00,2.01,1.90,1.90,2400,1.90
BCV,2017-03-27,20.799999,20.969999,20.76,20.85,18500,20.85
BCV,2017-03-24,20.950001,21.049999,20.799999,20.860001,12100,20.860001
BAA,2017-03-27,0.13,0.13,0.12,0.12,467500,0.12
BAA,2017-03-24,0.12,0.12,0.12,0.12,403200,0.12
BHB,2017-03-27,30.719999,31.049999,30.00,30.77,21000,30.77
BHB,2017-03-24,30.780001,31.51,30.700001,30.98,32700,30.98
BGSF,2017-03-27,13.90,13.96,13.85,13.96,6900,13.96
BGSF,2017-03-24,14.05,14.10,13.91,13.95,11700,13.95
BPMX,2017-03-27,0.50,0.54,0.49,0.519,1101700,0.519
BPMX,2017-03-24,0.54,0.55,0.472,0.49,878500,0.49
BGI,2017-03-27,1.50,1.54,1.47,1.52,3600,1.52
BGI,2017-03-24,1.47,1.55,1.47,1.55,2100,1.55
BTX,2017-03-27,3.13,3.29,3.12,3.26,203500,3.26
BTX,2017-03-24,3.27,3.35,3.12,3.19,303300,3.19
BZM,2017-03-27,14.21,14.25,14.21,14.25,900,14.25
BZM,2017-03-24,14.08,14.08,14.08,14.08,600,14.08
MHE,2017-03-27,13.75,13.75,13.75,13.75,000,13.75
MHE,2017-03-24,13.75,13.75,13.75,13.75,000,13.75
BLJ,2017-03-27,14.50,14.68,14.50,14.68,7300,14.68
BLJ,2017-03-24,14.70,14.70,14.51,14.58,4200,14.58
