symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
AMS,2016-12-31,False,FY,2016,10-K,18700000.0,3286000.0,930000.0,0.17,0.17,0.0,60598000.0,8388000.0,8681000.0,2871000.0,27173000.0,8378000.0,-1612000.0,-6104000.0
APHB,2016-12-31,False,FY,2016,10-K,260000.0,-23378000.0,-24276000.0,-2.47,-2.47,0.0,18195000.0,6355000.0,3580000.0,5711000.0,9723000.0,-10589000.0,-279000.0,7209000.0
CKX,2016-12-31,False,FY,2016,10-K,863402.0,187360.0,170674.0,0.09,0.09,0.0,14418324.0,4537058.0,132457.0,1081188.0,13986948.0,280807.0,-1973550.0,6507.0
GSB,2016-12-31,False,FY,2016,10-K,33336000.0,5818000.0,3951000.0,0.19,0.18,0.06,50180000.0,19303000.0,16367000.0,8895000.0,29876000.0,7066000.0,-13880000.0,-176000.0
HMG,2016-12-31,False,FY,2016,10-K,66030.0,-1405535.0,-431427.0,-0.42,-0.42,0.5,22777421.0,,,3019463.0,20397600.0,-880011.0,1687451.0,-9001362.0
INTT,2016-12-31,False,FY,2016,10-K,40227000.0,4146000.0,2658000.0,0.26,0.26,0.0,42844000.0,38006000.0,5056000.0,28611000.0,37788000.0,4288000.0,-339000.0,-978000.0
MHH,2016-12-31,False,FY,2016,10-K,132008000.0,4507000.0,2520000.0,0.57,0.56,0.0,39491000.0,22964000.0,12257000.0,829000.0,19072000.0,2292000.0,-38000.0,-2273000.0
VSR,2016-07-01,False,FY,2016,10-K,167917000.0,-35937000.0,-37887000.0,-3.84,-3.84,0.0,61316000.0,51965000.0,54199000.0,1549000.0,1068000.0,-2072000.0,-11496000.0,13009000.0
IOTS,2016-12-31,False,FY,2016,10-K,43968000.0,-10303000.0,-11612000.0,-0.77,-0.77,0.0,46183000.0,31579000.0,15408000.0,19719000.0,16365000.0,-5039000.0,-2481000.0,4221000.0
ALBO,2016-12-31,False,FY,2016,10-K,11364000.0,-12294000.0,-16350000.0,-13.19,-13.19,0.0,49660000.0,30861000.0,12708000.0,29931000.0,36952000.0,-8784000.0,25480000.0,7612000.0
LPTN,2016-12-31,False,FY,2016,10-K,64868000.0,-20761000.0,-41167000.0,-105.69,-105.69,0.0,102124000.0,43621000.0,20280000.0,19111000.0,42417000.0,-12901000.0,-2165000.0,12617000.0
AAME,2016-12-31,False,FY,2016,10-K,166077000.0,929000.0,2237000.0,0.11,0.11,0.0,318600000.0,,,13252000.0,105506000.0,1316000.0,-2232000.0,-1454000.0
BIOC,2016-12-31,False,FY,2016,10-K,3223096.0,-18025037.0,-18399322.0,-1.92,-1.92,0.0,7578326.0,5771995.0,4393552.0,4609332.0,658661.0,-15697058.0,-451403.0,11936464.0
BYFC,2016-12-31,False,FY,2016,10-K,16334000.0,,3477000.0,0.12,0.12,0.0,429083000.0,,,1516000.0,45526000.0,930000.0,-74104000.0,23765000.0
CALM,2017-02-25,False,Q3,2017,10-Q,306540000.0,-4573000.0,4139000.0,0.09,0.09,0.0,1085275000.0,484801000.0,92577000.0,31905000.0,868362000.0,-57217000.0,66562000.0,-6486000.0
CART,2016-12-31,False,FY,2016,10-K,125000.0,,1119000.0,0.24,0.24,0.0,374917000.0,,,26149000.0,29033000.0,-29000.0,-8800000.0,39366000.0
CLSN,2016-12-31,False,FY,2016,10-K,2500000.0,-20649820.0,-22053726.0,-0.85,-0.85,0.0,30849691.0,4512578.0,8423287.0,2624162.0,6725826.0,-18379364.0,9060713.0,2677669.0
CYTX,2016-12-31,False,FY,2016,10-K,4656000.0,-19706000.0,-22046000.0,-1.28,-1.28,0.0,34609000.0,18747000.0,12501000.0,12560000.0,10986000.0,-19533000.0,64000.0,17609000.0
DNBF,2016-12-31,False,FY,2016,10-K,5737000.0,,4979000.0,1.56,1.55,0.28,1070685000.0,,,22103000.0,94840000.0,10510000.0,3376000.0,-12902000.0
EBIO,2016-12-31,False,FY,2016,10-K,29981000.0,2866000.0,1891000.0,0.09,0.09,0.0,104097000.0,25927000.0,3980000.0,25342000.0,38677000.0,2622000.0,461000.0,-13820000.0
EMCF,2016-12-31,False,FY,2016,10-K,27080000.0,,3986000.0,1.86,1.85,1.04,692135000.0,,,2758000.0,54073000.0,5660000.0,-14513000.0,14875000.0
FBSS,2016-12-31,False,FY,2016,10-K,26871000.0,,3674000.0,0.98,0.98,0.48,624445000.0,,,67846000.0,54451000.0,6574000.0,-11877000.0,19934000.0
FNJN,2016-12-31,False,FY,2016,10-K,18387000.0,350000.0,-6439000.0,-0.28,-0.28,0.0,18305000.0,15036000.0,3814000.0,13678000.0,886000.0,1328000.0,-559000.0,6808000.0
GPIC,2016-12-31,False,FY,2016,10-K,82139000.0,7560000.0,5183000.0,0.65,0.64,0.12,79999000.0,39092000.0,14741000.0,10604000.0,57533000.0,3547000.0,-8319000.0,-2281000.0
GTXI,2016-12-31,False,FY,2016,10-K,,-25933000.0,-17724000.0,-1.22,-1.22,0.0,24502000.0,24298000.0,4611000.0,8910000.0,19891000.0,-20778000.0,2151000.0,13481000.0
GTYHU,2016-12-31,False,FY,2016,10-K,,,,,,0.0,553504760.0,1240986.0,88739.0,1219822.0,5000001.0,-85873.0,-552000000.0,
GFED,2016-12-31,False,FY,2016,10-K,50332.0,,5594011.0,1.28,1.27,0.34,687979819.0,,,9088441.0,69974380.0,8469338.0,-48033060.0,29877744.0
HWCC,2016-12-31,False,FY,2016,10-K,261644000.0,-6535000.0,-6006000.0,-0.37,-0.37,0.15,175870000.0,126978000.0,24835000.0,,90131000.0,17243000.0,-33684000.0,16441000.0
ICAD,2016-12-31,False,FY,2016,10-K,26338000.0,-9970000.0,-10099000.0,-0.63,-0.63,0.0,38651000.0,19933000.0,12855000.0,8585000.0,25038000.0,-5478000.0,-355000.0,-862000.0
INVE,2016-12-31,False,FY,2016,10-K,56168000.0,-11220000.0,-13695000.0,-1.25,-1.25,0.0,40600000.0,31652000.0,22566000.0,9116000.0,3933000.0,-6217000.0,-549000.0,-221000.0
ISNS,2016-12-31,False,FY,2016,10-K,14142000.0,687000.0,687000.0,0.14,0.14,0.0,8204000.0,4980000.0,1995000.0,1547000.0,6209000.0,447000.0,-1418000.0,-17000.0
