symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
ACU,2016-12-31,False,FY,2016,10-K,124574000.0,8442056.0,5850998.0,1.76,1.64,0.4,92066092.0,65463194.0,12819748.0,5910770.0,46120346.0,8857211.0,-8810104.0,3470827.0
BVX,2016-12-31,False,FY,2016,10-K,36627000.0,-3792000.0,-3950000.0,-0.14,-0.15,0.0,35110000.0,26539000.0,5272000.0,14456000.0,26223000.0,-2837000.0,-286000.0,5774000.0
NEN,2016-12-31,False,FY,2016,10-K,49555090.0,13259950.0,4950852.0,39.62,,0.0,190562066.0,,,7463697.0,,15342225.0,-2832094.0,-15344620.0
SGA,2016-12-31,False,FY,2016,10-K,142591000.0,31462000.0,17861000.0,3.1,3.09,1.3,221020000.0,53794000.0,16045000.0,26640000.0,134982000.0,29333000.0,-15928000.0,-8379000.0
XPL,2016-12-31,False,FY,2016,10-K,,,-1710000.0,-0.04,-0.04,0.0,17614000.0,16797000.0,126000.0,119000.0,17488000.0,-1835000.0,-15516000.0,-248000.0
UEC,2017-01-31,False,Q2,2017,10-Q,0.0,-3591722.0,-4332369.0,-0.04,-0.04,0.0,76665928.0,28907720.0,2346908.0,27735411.0,49718406.0,-5314377.0,-3439.0,25910656.0
ACTG,2016-12-31,False,FY,2016,10-K,152699000.0,-37409000.0,-54067000.0,-1.08,-1.08,0.0,296003000.0,188490000.0,28191000.0,127540000.0,267443000.0,34061000.0,-40630000.0,-1114000.0
ADAP,2016-12-31,False,FY,2016,10-K,14198000.0,-72799000.0,-71579000.0,-0.17,-0.17,0.0,234515000.0,198751000.0,40270000.0,158779000.0,166142000.0,-48168000.0,17755000.0,17000.0
ADES,2016-12-31,False,FY,2016,10-K,50622000.0,-16098000.0,96573000.0,4.4,4.34,0.0,107296000.0,38908000.0,23711000.0,13208000.0,76165000.0,-18257000.0,39899000.0,-15671000.0
ADXS,2017-01-31,False,Q1,2017,10-Q,3790842.0,-17185521.0,-17081003.0,-0.43,-0.43,0.0,152193828.0,142188541.0,25309667.0,57566606.0,107368501.0,-14097168.0,-41211268.0,124062.0
ABTX,2016-12-31,False,FY,2016,10-K,108046000.0,,22851000.0,1.78,1.75,0.0,2450948000.0,,,94073000.0,279817000.0,27435000.0,-408494000.0,374726000.0
AIQ,2016-12-31,False,FY,2016,10-K,505549000.0,,493000.0,0.05,0.04,0.0,659864000.0,113158000.0,106363000.0,22241000.0,-9503000.0,108782000.0,-92251000.0,-32360000.0
